Postcode,PopulationCount,HouseholdCount,OutputArea2011Code
EH45 9EP,4,1,S00095480
EH45 9HJ,5,3,S00095480
EH46 7DZ,28,13,S00095527
EH46 7DT,65,22,S00095595
EH46 7DX,32,12,S00095595
EH45 9LA,37,15,S00095491
EH45 9LB,23,11,S00095491
EH45 9HW,43,12,S00095725
EH45 9LF,29,10,S00095732
EH45 9DQ,9,3,S00095477
EH45 9DZ,28,11,S00095477
EH45 9EA,8,4,S00095477
EH45 9EZ,7,2,S00095477
EH45 9HB,13,5,S00095477
EH45 9HQ,37,17,S00095477
EH45 9JR,42,19,S00095474
EH45 9JB,14,5,S00095474
EH45 9LG,58,22,S00095726
EH45 9LH,57,23,S00095726
EH45 9HP,2,1,S00095482
EH45 9AS,7,4,S00095482
EH45 9BH,0,0,S00095482
EH45 9EN,25,13,S00095476
EH45 9EF,34,20,S00095817
EH45 9DP,1,1,S00095817
EH45 9DR,18,10,S00095817
EH45 9DW,13,6,S00095817
EH45 9DY,7,4,S00095817
EH45 9BQ,16,7,S00095484
EH45 9HR,3,0,S00095484
EH45 9DB,178,61,S00095832
EH46 7EU,18,10,S00095522
EH46 7EY,29,26,S00095522
EH46 7ET,16,5,S00095524
EH46 7EW,8,6,S00095524
EH46 7EB,11,5,S00095524
EH46 7ED,12,7,S00095524
EH46 7FA,3,2,S00095524
EH45 9EB,19,8,S00095475
EH45 9EX,21,10,S00095475
EH45 9HA,11,4,S00095475
EH45 9EE,25,18,S00095438
EH45 9JS,58,23,S00095472
EH45 9JT,24,17,S00095472
EH46 7EZ,93,30,S00095825
EH45 9LJ,63,23,S00095731
EH24 9AF,24,13,S00120564
EH19 3HS,2,1,S00120671
EH24 9AW,8,4,S00120411
EH24 9BU,28,14,S00120934
EH24 9BA,30,16,S00120935
EH24 9AL,24,12,S00120935
EH19 3FH,34,15,S00120380
EH22 1SA,22,12,S00120393
EH24 9AJ,26,14,S00121015
EH24 9AN,11,5,S00120411
EH22 5SH,42,20,S00120807
EH22 5PG,35,16,S00120807
EH19 3HX,6,3,S00120385
EH22 2LR,11,5,S00121051
EH22 2HT,46,22,S00121052
EH22 5NL,30,9,S00120785
EH22 5NW,67,21,S00120784
EH22 5NQ,130,47,S00120785
EH22 5SL,15,6,S00120956
EH22 5SJ,83,33,S00120956
EH22 5SN,24,9,S00120806
EH22 2FF,27,12,S00120395
EH22 2QR,12,4,S00120395
EH19 3FT,37,9,S00120384
EH19 3FW,35,11,S00120384
EH19 3FR,59,17,S00120387
EH19 3FQ,46,15,S00120387
EH19 3BZ,39,12,S00120387
EH19 3FJ,28,9,S00120380
EH19 3DB,81,40,S00120381
EH22 2EB,23,9,S00120402
EH22 2AL,109,55,S00120404
EH22 2AW,83,39,S00120403
EH22 2FD,20,7,S00120398
EH20 9SQ,14,3,S00120889
EH20 9SB,7,3,S00120889
EH20 9QH,0,0,S00120855
EH20 9HX,0,0,S00120855
EH20 9LZ,0,0,S00120855
EH20 9HN,0,0,S00120855
EH26 8HJ,0,0,S00120441
EH26 9DL,11,5,S00120459
EH26 9DJ,24,15,S00120459
EH20 9JT,83,38,S00120854
EH20 9JL,0,0,S00120854
EH23 4DB,50,21,S00120524
EH23 4UG,58,19,S00120534
EH23 4UE,58,21,S00120534
EH23 4UF,51,14,S00120534
EH26 8LJ,0,0,S00120991
EH26 8LZ,10,7,S00120423
EH23 4XT,8,3,S00120525
EH22 2FP,26,7,S00120395
EH22 2FE,73,37,S00120395
EH19 3DH,40,12,S00120383
EH19 3DA,92,41,S00120383
EH22 2FJ,30,12,S00120398
EH22 2FN,21,7,S00120398
EH22 3BA,68,45,S00120748
EH22 3NX,0,0,S00120732
EH22 3FF,54,22,S00120728
EH25 9QF,4,1,S00120412
EH22 1FF,0,0,S00120392
EH23 4GT,53,19,S00120988
EH23 4AJ,22,8,S00121009
EH23 4HE,65,23,S00120546
EH22 1DY,83,42,S00121042
EH19 3FX,57,24,S00120384
EH19 3FS,74,30,S00120386
EH19 3FY,25,9,S00120386
EH19 3EY,117,57,S00120379
EH19 3FP,35,14,S00120380
EH19 3FN,92,31,S00120388
EH19 3FL,26,11,S00120380
EH22 2FH,32,18,S00120394
EH19 3BL,37,13,S00120658
EH20 9HP,0,0,S00120855
EH20 9HT,0,0,S00120855
EH23 4TQ,52,15,S00120926
EH22 3LZ,21,8,S00120385
EH25 9RP,6,1,S00120555
EH26 8PF,15,8,S00120563
EH26 0ND,3,1,S00120976
EH22 3NA,121,47,S00120672
EH22 3JY,0,0,S00120672
EH22 3LR,60,32,S00120950
EH22 3LG,3,1,S00120950
EH23 4LG,15,8,S00120969
EH23 4LQ,5,2,S00120969
EH22 3LN,127,54,S00120724
EH26 0QQ,10,7,S00120561
EH26 0PA,4,1,S00120556
EH22 2RD,7,3,S00120396
EH19 3GA,224,68,S00120666
EH23 4FD,155,53,S00120961
EH22 3LX,13,4,S00120725
EH23 4DY,16,8,S00120533
EH23 4NL,38,14,S00120988
EH23 4GS,26,9,S00120988
EH23 4PS,12,4,S00120988
EH23 4GL,18,7,S00120989
EH23 4GW,65,22,S00120989
EH37 5PZ,51,23,S00120844
EH37 5QA,0,0,S00120844
EH18 1EQ,5,1,S00120974
EH20 9SF,7,3,S00120889
EH20 9SE,4,2,S00120889
EH20 9SZ,8,3,S00120889
EH24 9EH,2,1,S00120412
EH24 9DU,11,5,S00120412
EH25 9RJ,4,1,S00120931
EH20 9NZ,12,3,S00120855
EH20 9NY,2,1,S00120855
EH20 9NG,0,0,S00120866
EH20 9SW,0,0,S00120966
EH20 9SR,4,2,S00120966
EH10 7GZ,12,4,S00120986
EH23 4AT,45,15,S00120548
EH18 1LX,42,20,S00120591
EH18 1LQ,7,2,S00120591
EH19 3JA,16,7,S00120385
EH19 3GJ,12,4,S00120385
EH37 5UR,5,3,S00120420
EH18 1LH,10,5,S00120592
EH18 1LZ,26,10,S00120592
EH26 0NZ,9,4,S00120906
EH24 9AA,3,2,S00120564
EH24 9AT,1,1,S00120411
EH37 5UW,4,1,S00120422
EH37 5XD,3,1,S00120422
EH23 4HT,40,15,S00120522
EH23 4TW,24,7,S00121007
EH22 4FF,37,19,S00120780
EH18 1AF,30,10,S00120590
EH18 1AA,19,9,S00120590
EH25 9TD,16,6,S00120553
EH18 1EE,9,5,S00120974
EH25 9PU,13,5,S00120976
EH24 9DL,19,9,S00121015
EH25 9PT,4,1,S00120581
EH20 9NJ,2,1,S00120957
EH25 9LF,52,23,S00120582
EH24 9DJ,9,5,S00120919
EH24 9DQ,47,21,S00120919
EH24 9DT,12,5,S00120919
EH18 1DX,2,2,S00120974
EH18 1DY,2,1,S00120974
EH20 9EJ,3,2,S00120866
EH18 1JX,1,1,S00120583
EH18 1HY,15,4,S00120583
EH18 1JP,10,3,S00120583
EH22 2NQ,28,11,S00121047
EH23 4PF,4,2,S00120962
EH19 3JF,1,1,S00120385
EH19 3JE,4,1,S00120385
EH22 2NS,9,3,S00120405
EH22 2NB,4,2,S00120405
EH22 2NA,6,3,S00120405
EH22 2NH,8,3,S00120405
EH19 3JQ,0,0,S00120389
EH19 3JG,11,6,S00120389
EH18 1HH,10,2,S00120592
EH26 0QS,4,3,S00120563
EH26 0QT,5,1,S00120563
EH25 9QJ,14,7,S00120976
EH22 4EW,2,1,S00120783
EH23 4NH,25,10,S00120523
EH22 1ST,5,1,S00120392
EH23 4JT,26,9,S00120923
EH23 4JU,13,3,S00120923
EH20 9NL,0,0,S00120957
EH22 4BY,3,1,S00120952
EH22 4TN,5,2,S00120780
EH22 4AD,0,0,S00120780
EH22 4FB,62,23,S00120780
EH23 4NJ,2,1,S00120972
EH23 4NN,0,0,S00120972
EH26 8PE,2,1,S00120414
EH22 5RL,5,4,S00120803
EH18 1AU,9,3,S00120378
EH18 1HA,1,1,S00120378
EH18 1ND,9,7,S00120590
EH18 1HT,132,13,S00120973
EH18 1HG,9,5,S00120973
EH18 1HS,13,5,S00120973
EH23 4PN,2,1,S00120406
EH26 0NB,61,23,S00120561
EH22 1JT,10,5,S00120390
EH22 1JF,90,27,S00120390
EH22 1JX,35,16,S00120390
EH22 2FL,47,18,S00120394
EH18 1DZ,17,7,S00120586
EH22 2BF,50,17,S00120402
EH22 2QA,11,7,S00120398
EH20 9BA,8,3,S00120852
EH20 9BE,101,40,S00120852
EH26 9AQ,47,18,S00120472
EH22 3LT,22,9,S00120722
EH22 3LU,112,41,S00120722
EH22 3AD,67,24,S00120729
EH22 2AH,83,2,S00120729
EH26 8PJ,22,8,S00120907
EH20 9BB,2,1,S00120974
EH25 9PS,15,7,S00120974
EH18 1ED,34,17,S00120974
EH20 9SD,8,4,S00120889
EH20 9RZ,5,2,S00120889
EH26 8PA,16,7,S00120458
EH26 0RJ,67,26,S00120562
EH26 0QG,4,1,S00120512
EH19 2NZ,0,0,S00120597
EH26 0NP,97,0,S00120559
EH20 9BY,0,0,S00120858
EH23 4QA,5,4,S00120987
EH18 1JT,25,11,S00120583
EH18 1JZ,38,14,S00120583
EH20 9SS,7,2,S00120966
EH20 9QX,0,0,S00120966
EH26 9JB,56,25,S00120469
EH26 9EQ,89,39,S00120461
EH20 9ND,49,16,S00121071
EH10 7DZ,58,24,S00120986
EH20 9BW,57,23,S00120881
EH26 8PL,12,4,S00120415
EH20 9TB,0,0,S00120871
EH26 0RD,46,21,S00120558
EH26 0QL,111,37,S00120558
EH26 0QR,1,1,S00120558
EH22 2QD,44,17,S00120397
EH26 8JR,113,46,S00120443
EH26 9HX,32,12,S00120465
EH22 4HT,87,34,S00120984
EH26 0JZ,102,40,S00120513
EH26 0JR,14,8,S00120513
EH18 1LY,71,38,S00120591
EH22 5TG,7,3,S00120914
EH22 5TH,8,3,S00120914
EH22 2AQ,2,1,S00120687
EH22 1ET,17,7,S00120687
EH19 3PP,32,13,S00120633
EH19 3PR,0,0,S00120633
EH22 3LF,8,3,S00120385
EH19 3JD,6,1,S00120385
EH26 8JN,67,31,S00120454
EH26 8GZ,19,6,S00120454
EH22 2NJB,22,6,S00120405
EH22 4PE,0,0,S00120389
EH22 3LQ,2,1,S00120726
EH18 1HE,11,8,S00120592
EH18 1NB,64,28,S00120592
EH18 1BW,0,0,S00121018
EH18 1BB,25,11,S00121018
EH18 1BS,18,6,S00121018
EH22 2LE,95,46,S00120693
EH26 9LA,46,18,S00120417
EH20 9NU,9,5,S00120985
EH25 9RA,4,1,S00120976
EH25 9RB,2,1,S00120976
EH25 9QL,8,3,S00120976
EH25 9RD,13,5,S00120976
EH26 9JE,23,8,S00120470
EH26 9JD,54,19,S00120470
EH26 9JF,78,32,S00120470
EH20 9EF,26,4,S00120868
EH26 0PG,15,8,S00120906
EH26 0PD,7,3,S00120906
EH22 5BX,4,2,S00120830
EH22 5AS,68,29,S00120839
EH22 4DD,116,37,S00120951
EH22 5BY,32,12,S00120834
EH20 9BL,136,62,S00120882
EH26 8LU,41,20,S00120424
EH26 8LY,7,3,S00120424
EH23 4HY,10,6,S00120923
EH26 9JL,62,25,S00120471
EH26 0NY,18,6,S00120418
EH26 0NU,3,2,S00120418
EH26 0NQ,10,4,S00120418
EH26 0NW,7,3,S00120418
EH22 2AG,21,12,S00120692
EH19 2PA,21,9,S00120601
EH26 0QZ,1,1,S00120933
EH20 9RT,27,10,S00120886
EH20 9RS,39,20,S00120886
EH22 5AU,5,2,S00120837
EH22 5AT,73,27,S00120837
EH20 9AJ,32,14,S00120879
EH26 8JP,100,42,S00120445
EH20 9NS,0,0,S00120957
EH20 9NR,34,20,S00120957
EH20 9QL,12,8,S00120957
EH20 9UR,5,4,S00120957
EH26 9BJ,40,15,S00121083
EH22 2LF,72,36,S00120948
EH22 2PU,1,1,S00120948
EH26 9LG,9,2,S00120416
EH26 9LH,20,9,S00120416
EH19 2PL,125,61,S00120981
EH20 9BQ,50,20,S00120851
EH22 3FR,0,0,S00120732
EH22 5LN,89,41,S00120817
EH22 5LL,12,4,S00120817
EH19 2NU,20,10,S00120606
EH26 8PB,4,3,S00120414
EH26 8PD,4,2,S00120414
EH23 4LY,6,3,S00120969
EH23 4BG,87,64,S00121011
EH20 9QT,3,1,S00120378
EH17 8SB,9,4,S00120378
EH18 1HX,18,8,S00120378
EH26 9HU,45,19,S00120466
EH22 5LG,74,30,S00120823
EH22 5GB,37,15,S00120825
EH26 0ET,88,25,S00120911
EH26 0ER,126,36,S00120911
EH20 9BN,18,8,S00121076
EH20 9BJ,13,4,S00121076
EH20 9BH,43,19,S00121076
EH26 0PE,30,12,S00120556
EH26 0PQ,6,4,S00120556
EH26 0PH,12,7,S00120556
EH25 9RE,19,9,S00120556
EH25 9RQ,18,9,S00120556
EH22 2QB,0,0,S00120399
EH22 2RB,166,55,S00120396
EH26 0QN,64,29,S00120910
EH26 0EU,42,11,S00120912
EH22 2PS,0,0,S00120403
EH22 4TJ,19,5,S00120725
EH22 3LH,12,4,S00120725
EH22 3LJ,37,6,S00120725
EH22 3FG,43,15,S00120728
EH45 8QL,12,5,S00095021
EH45 8QN,28,15,S00095021
EH45 8NU,29,13,S00095015
EH44 6RD,45,15,S00095624
EH46 7DQ,15,8,S00095025
EH46 7HB,20,8,S00095026
EH46 7HD,5,1,S00095026
EH46 7HN,20,7,S00095734
EH45 8RG,12,6,S00095019
EH45 8RE,10,5,S00095021
EH46 7DH,24,10,S00095023
EH45 9JW,2,1,S00095022
EH45 9JE,9,4,S00095022
EH45 9JJ,4,3,S00095022
EH45 9JN,59,24,S00095022
EH45 9JP,16,8,S00095022
EH45 9JU,26,15,S00095033
ML12 6QH,34,15,S00095033
ML12 6QJ,25,11,S00095033
ML12 6QN,41,18,S00095032
ML12 6QP,35,14,S00095032
ML12 6JQ,34,14,S00095034
ML12 6HJ,25,14,S00095735
ML12 6GZ,10,6,S00095737
ML12 6HD,109,46,S00095736
ML12 6JD,42,20,S00095739
ML12 6JA,23,6,S00095034
ML12 6JB,6,2,S00095034
ML12 6FA,24,10,S00095737
ML12 6FB,11,4,S00095737
TD7 5ED,9,4,S00095231
TD15 1TF,44,19,S00095705
TD2 6PQ,39,16,S00095708
TD7 5HR,15,7,S00094939
TD7 5HS,4,2,S00094939
TD2 6PR,27,12,S00095709
TD15 1TG,5,3,S00095704
TD14 5TJ,8,3,S00094865
TD7 4LG,1,1,S00095202
TD7 4LH,62,27,S00095202
TD9 0HP,12,5,S00095135
TD2 6PS,0,0,S00094901
TD2 6PT,23,10,S00094901
TD2 6PU,18,7,S00094901
TD7 4LJ,6,4,S00095203
TD9 0HQ,11,5,S00095134
TD14 5TL,27,9,S00094863
TD14 5TN,11,8,S00094863
TD14 5TQ,4,4,S00094860
TD8 6QR,11,6,S00094971
TD8 6QT,14,5,S00094971
TD8 6QW,31,15,S00095170
TD7 5EU,19,11,S00094935
TD14 5PH,18,10,S00095667
TD14 5PJ,3,2,S00095667
TD7 5HH,6,3,S00094936
TD7 5ET,32,15,S00094937
TD7 5HA,13,5,S00094937
TD7 5HD,10,6,S00094937
TD7 5HE,31,14,S00094937
TD7 5HJ,8,3,S00094937
TD7 5HL,16,5,S00094937
TD14 5TU,2,1,S00095666
TD7 5HT,29,13,S00094939
TD7 5HW,21,7,S00094939
TD7 5HP,6,2,S00094939
TD8 6QS,22,8,S00094970
TD14 5PE,66,30,S00095590
TD7 5HU,20,9,S00094931
TD7 5HX,16,5,S00094931
TD7 5HY,6,3,S00094931
TD7 5JA,13,6,S00094931
TD14 5TR,12,5,S00094863
TD7 5HB,9,4,S00094938
TD7 5HN,5,1,S00094938
TD8 6QU,7,4,S00095719
TD8 6HD,7,2,S00095167
TD7 5DP,13,10,S00095230
TD3 6LD,10,3,S00094904
TD3 6LE,10,5,S00094904
TD6 9AU,11,7,S00095371
TD6 9AW,34,18,S00095371
TD9 8NE,32,14,S00095632
TD5 7TN,8,4,S00094810
TD5 7TP,25,8,S00094810
TD5 7TR,22,10,S00094810
TD5 7TS,23,7,S00094810
TD5 7TT,10,6,S00094810
TD14 5UL,2,1,S00094871
TD6 9AS,19,10,S00095373
TD6 9BF,14,6,S00095373
TD9 0HA,0,0,S00095150
TD5 7LL,51,22,S00095377
TD9 0HT,48,30,S00095137
TD9 0HH,15,10,S00095135
TD9 0HR,0,0,S00095135
TD9 0JF,20,13,S00095133
TD5 7LJ,81,43,S00095392
TD9 8NP,9,4,S00095152
TD14 5TX,35,9,S00095666
TD9 0JE,23,8,S00095132
TD9 7QW,48,19,S00095060
TD9 8NR,15,10,S00095827
TD9 8NS,15,10,S00095827
TD8 6HA,5,2,S00095169
TD8 6HB,7,5,S00095169
TD9 8AE,14,6,S00095068
TD9 8AG,29,21,S00095068
TD9 8AB,31,21,S00095067
TD9 8AD,24,17,S00095067
TD6 9AY,24,14,S00095372
TD6 9BB,3,1,S00095372
TD14 5UH,3,2,S00095588
TD9 0HX,59,37,S00095136
TD9 0HY,43,26,S00095138
TD9 0HZ,29,15,S00095138
TD6 9PT,1,0,S00095269
TD6 9BE,25,12,S00094916
TD6 0EF,12,7,S00095613
TD9 0HE,40,17,S00095134
TD9 0HF,8,4,S00095134
TD8 6EY,80,48,S00095171
TD5 8RT,8,7,S00095242
TD6 9PE,0,0,S00095267
TD14 5UD,4,1,S00094863
TD1 2BD,23,9,S00095315
TD1 2BJ,42,21,S00095315
TD1 2QA,7,3,S00094883
TD1 2QB,7,2,S00094883
TD1 2QD,11,5,S00094883
TD1 2QL,10,5,S00094883
TD1 2BG,36,13,S00095654
TD11 3TW,7,3,S00094826
TD11 3NA,21,8,S00094841
TD11 3NB,59,25,S00094841
TD9 0LN,5,2,S00095003
TD1 2PW,3,1,S00094881
TD1 2PY,11,4,S00094881
TD1 2PZ,6,3,S00094881
TD1 1RW,90,36,S00095308
TD9 0JZ,7,3,S00095623
TD9 0LA,5,3,S00095623
TD9 0LB,10,5,S00095623
TD9 8NU,31,18,S00095151
TD9 0HU,40,17,S00095137
TD1 2AZ,18,6,S00095321
TD1 2LJ,74,27,S00095334
TD11 3TU,10,3,S00094818
TD11 3TX,36,15,S00094818
TD1 1SE,17,6,S00095289
TD1 1SN,8,5,S00095289
TD1 1SP,0,0,S00095289
TD1 1SQ,18,11,S00095289
TD1 1SS,1,1,S00095289
TD1 1ST,32,11,S00095289
TD1 1SU,8,8,S00095289
TD9 8NT,15,9,S00095827
TD8 6RH,0,0,S00095621
TD8 6RF,2,2,S00095621
TD8 6RG,14,6,S00095621
TD9 9TB,8,4,S00094998
TD9 9TD,42,17,S00094998
TD1 1RY,13,7,S00095288
TD1 1RZ,40,20,S00095288
TD1 1SD,1,1,S00095286
TD11 3TH,36,17,S00094823
TD11 3TJ,30,10,S00094823
TD9 0HW,58,26,S00095134
TD11 3QR,12,5,S00095700
TD1 2AY,10,5,S00095319
TD1 2BB,30,13,S00095319
TD1 2BE,2,1,S00095319
TD1 2BH,3,2,S00095319
TD1 2BA,98,28,S00095655
TD1 2QF,31,14,S00094882
TD1 2LH,51,22,S00095337
TD1 2LL,50,25,S00095337
TD11 3EP,4,1,S00095531
TD14 5NW,2,1,S00095587
TD14 5PD,10,5,S00095587
TD8 6NF,17,5,S00095620
TD8 6NG,5,1,S00095620
TD6 0BX,19,8,S00095245
TD6 0BZ,57,24,S00095245
TD6 0DF,33,19,S00095765
TD12 4LT,9,3,S00094849
TD12 4LU,28,10,S00094849
TD1 2LW,100,44,S00095333
TD1 2NF,10,2,S00094883
TD1 2NG,14,8,S00094883
TD1 2NQ,9,4,S00094883
TD6 9JB,55,22,S00094911
TD6 9JD,71,30,S00094911
TD6 9JE,12,4,S00094911
TD6 9JF,5,3,S00094911
TD1 2BL,93,43,S00095654
TD7 5NA,77,27,S00094935
TD1 2NR,2,1,S00094880
TD1 2NS,5,4,S00094880
TD1 2NZ,18,8,S00094880
TD1 2NE,2,1,S00094880
TD1 2NP,3,1,S00094880
TD1 2NT,0,0,S00094880
TD14 5NX,11,7,S00095589
TD14 5NY,28,12,S00095589
TD5 7TU,111,47,S00095694
TD12 4LZ,11,4,S00094847
TD5 8QF,25,7,S00094957
TD11 3TN,3,2,S00094826
TD11 3TP,14,6,S00094826
TD11 3TR,7,4,S00094826
TD11 3TT,20,9,S00094826
TD14 5PN,5,3,S00095667
TD14 5PR,2,1,S00095667
TD14 5PT,16,7,S00094864
TD11 3ND,1,1,S00094841
TD11 3NG,17,8,S00094841
TD11 3EG,14,6,S00095539
TD5 8QB,17,8,S00094956
TD9 0LG,7,3,S00095003
TD1 1JU,57,21,S00095282
TD15 1XH,10,7,S00094872
TD13 5YA,8,4,S00094852
TD13 5YB,49,25,S00094852
TD5 7TZ,67,28,S00095804
TD7 4EL,63,31,S00095205
TD1 1JT,48,18,S00095278
TD1 1JX,70,29,S00095278
TD12 4NA,23,11,S00094845
TD12 4NH,15,5,S00094845
TD11 3NH,15,4,S00094827
TD11 3NR,0,0,S00094827
TD11 3SZ,10,4,S00094827
TD11 3TA,3,2,S00094827
TD11 3TB,19,6,S00094827
TD11 3TD,1,1,S00094827
TD11 3TF,31,18,S00094827
TD8 6BQ,44,19,S00095155
TD12 4NS,114,67,S00095500
TD12 4NQ,2,1,S00094846
TD6 9HB,42,21,S00095773
TD9 0LE,4,2,S00095623
TD9 0LF,9,4,S00095623
TD11 3EB,50,28,S00095536
TD11 3EF,16,14,S00095536
TD11 3NE,39,19,S00094840
TD11 3NQ,30,14,S00094840
TD8 6NP,125,44,S00095180
TD5 7TW,2,1,S00094810
TD9 9EP,6,4,S00095752
TD9 9ER,6,4,S00095752
TD5 7UB,43,17,S00095801
TD5 7UD,24,11,S00095801
TD8 6NE,12,7,S00094968
TD8 6NH,6,2,S00094968
TD12 4DN,28,12,S00095819
TD8 6DP,56,30,S00095160
TD5 7LQ,57,36,S00095696
TD1 2TJ,5,1,S00095604
TD1 2LP,1,1,S00095657
TD14 5QL,11,4,S00095557
TD9 8NX,28,15,S00095633
TD6 9ES,57,24,S00094966
TD6 9ET,9,4,S00094966
TD6 9EU,8,3,S00094966
TD11 3RU,3,2,S00094819
TD8 6DH,3,2,S00095159
TD1 2LN,66,33,S00095334
TD5 8AA,41,15,S00094955
TD11 3NN,25,12,S00094825
TD9 9SP,1,1,S00094999
TD9 9ST,27,8,S00094999
TD9 9SU,4,2,S00094999
TD11 3TS,14,7,S00094818
TD11 3SY,7,3,S00094828
TD1 2LZ,58,21,S00095339
TD1 1JS,46,20,S00095277
TD1 1JW,7,3,S00095277
TD6 0BU,16,11,S00095767
TD11 3ER,48,22,S00095540
TD12 4NJ,0,0,S00095492
TD12 4NL,14,9,S00095492
TD8 6RL,6,4,S00094970
TD8 6RN,7,3,S00094970
TD8 6RJ,2,1,S00095621
TD8 6RE,13,7,S00095621
TD8 6NA,14,6,S00095621
TD8 6NB,2,2,S00095621
TD5 8RN,5,3,S00095240
TD5 8RP,11,6,S00095240
TD5 8RQ,3,2,S00095240
TD5 8RS,1,1,S00095240
TD9 9SE,8,4,S00094997
TD9 9SF,20,7,S00094997
TD9 9SG,13,6,S00094997
TD9 9SQ,0,0,S00094997
TD11 3EQ,11,11,S00095535
TD11 3EE,138,59,S00095535
TD1 2BN,98,45,S00095316
TD8 6BY,20,14,S00095158
TD8 6BZ,15,11,S00095158
TD8 6RP,8,3,S00094969
TD8 6RB,17,6,S00094969
TD8 6LU,21,8,S00094969
TD8 6LX,20,7,S00094969
TD9 9SD,4,2,S00094998
TD9 9SX,8,3,S00094998
TD9 9SY,2,1,S00094998
TD9 9RZ,5,3,S00094998
TD9 9SA,4,2,S00094998
TD9 9SB,12,5,S00094998
TD8 6DN,5,3,S00095636
TD8 6DR,10,5,S00095637
TD14 5QJ,13,6,S00095560
TD6 9PP,2,2,S00095269
TD7 4EH,14,13,S00095204
TD7 4EJ,50,18,S00095204
TD1 2LY,61,30,S00095340
TD1 2NB,0,0,S00095340
TD1 2LQ,47,23,S00095340
TD1 2PB,10,5,S00094880
TD1 2PE,14,8,S00094880
TD1 2PG,9,4,S00094880
TD6 0DA,53,23,S00095768
TD6 0DB,38,32,S00095768
TD6 9EW,5,2,S00094913
TD6 9HY,3,3,S00094913
TD6 9HZ,32,16,S00094913
TD13 5XU,5,2,S00094854
TD13 5XZ,8,2,S00094854
TD6 9PG,3,1,S00095267
TD6 9PL,11,5,S00095267
TD6 9PN,6,2,S00095267
TD6 9PQ,3,1,S00095267
TD6 9PR,5,1,S00095267
TD6 9PS,0,0,S00095267
TD11 3DZ,18,9,S00095537
TD11 3EA,42,15,S00095537
TD11 3EH,11,6,S00095537
TD11 3EN,47,31,S00095599
TD15 1UJ,14,8,S00095702
TD1 2UB,30,26,S00095317
TD1 3AA,17,5,S00095353
TD9 7QR,11,2,S00095745
TD9 7QS,5,2,S00095745
TD5 8PX,8,3,S00094960
TD1 2LR,91,62,S00095335
TD1 2LT,41,20,S00095335
TD1 2SY,20,8,S00095605
TD1 2TA,59,28,S00095606
TD1 2TB,0,0,S00095605
TD1 2TD,3,2,S00095605
TD1 2TE,17,7,S00095605
TD8 6QY,8,3,S00095719
TD8 6QZ,14,6,S00095719
TD8 6QX,2,2,S00095719
TD8 6LT,7,4,S00095719
TD1 2PF,14,5,S00094882
TD1 2LS,56,27,S00095337
TD1 2NA,21,10,S00095338
TD1 2LU,100,39,S00095338
TD15 1TJ,13,7,S00095705
TD8 6NT,2,1,S00094971
TD12 4JT,7,5,S00094849
TD12 4JU,14,5,S00094849
TD12 4JX,4,2,S00094849
TD14 5JN,20,7,S00095663
TD6 0DJ,9,3,S00095713
TD5 8PA,3,1,S00094961
TD6 9BJ,17,9,S00094880
TD12 4LA,3,1,S00094847
TD9 0LH,3,1,S00095003
TD9 0LJ,0,0,S00095003
TD9 0LL,3,1,S00095003
TD10 6UP,22,11,S00095607
TD10 6UW,77,32,S00095607
TD2 6PY,11,6,S00095708
TD2 6RN,47,19,S00095708
TD2 6PJ,31,11,S00095708
TD2 6PL,24,12,S00095708
TD2 6PN,36,13,S00095708
TD5 7SB,9,3,S00094904
TD5 7SD,10,5,S00094904
TD5 7SE,2,1,S00094904
TD11 3HU,35,16,S00094842
TD11 3HZ,32,9,S00094842
TD11 3JA,18,9,S00094842
TD9 0JX,4,3,S00095623
TD9 0JY,10,3,S00095623
TD11 3SF,50,10,S00094815
TD12 4JQ,7,4,S00094848
TD12 4JY,7,4,S00094848
TD5 8NP,32,18,S00094908
TD5 8NR,13,6,S00094908
TD5 8NW,8,4,S00094908
TD3 6NB,11,4,S00095698
TD3 6NF,32,14,S00095698
TD2 6QR,12,7,S00094903
TD2 6QS,4,2,S00094903
TD11 3JB,22,11,S00094844
TD12 4JR,14,4,S00095641
TD12 4JS,37,14,S00095641
TD12 4JW,13,5,S00095641
TD11 3HY,33,16,S00095641
TD11 3SG,18,9,S00094817
TD11 3SH,22,6,S00094817
TD11 3RX,35,14,S00094819
TD11 3RT,10,3,S00094819
TD15 1TN,12,5,S00094874
TD15 1TP,5,4,S00094874
TD15 1TR,12,8,S00094874
TD15 1TS,66,32,S00094874
TD15 1TT,25,11,S00094874
TD15 1TW,6,3,S00094874
TD5 8PB,16,7,S00094955
TD6 0DL,8,4,S00094926
TD5 8NN,18,7,S00094946
TD5 8NS,26,12,S00094946
TD5 8NT,26,10,S00094973
TD2 6QT,14,8,S00094902
TD2 6QU,14,6,S00094902
TD2 6QX,21,8,S00094902
TD2 6QY,8,4,S00094902
TD2 6QZ,36,16,S00094902
TD11 3QW,24,10,S00094825
TD2 6PX,9,6,S00094901
TD2 6RA,32,12,S00094901
TD2 6RD,22,9,S00094901
TD2 6PP,23,10,S00094901
TD11 3RY,34,14,S00094818
TD11 3SE,2,1,S00094818
TD11 3TY,10,4,S00094818
TD11 3HX,29,12,S00094822
TD11 3RA,71,30,S00094822
TD11 3RB,4,3,S00094822
TD11 3RD,22,8,S00094822
