Postcode,PopulationCount,HouseholdCount,OutputArea2011Code
AB42 4JR,12,6,S00091992
AB44 1QJ,25,11,S00092089
AB42 0NH,23,10,S00091825
AB32 7DS,3,1,S00091141
AB32 7DT,2,1,S00091141
AB32 7DX,2,1,S00091141
AB32 7EA,7,2,S00091141
AB32 7EB,40,13,S00091141
AB30 1YW,25,12,S00091335
AB32 7BE,44,15,S00091288
AB42 5FR,12,4,S00091996
AB39 2DP,60,25,S00091507
AB39 2QJ,0,0,S00092620
AB41 6BU,22,8,S00092769
AB42 1HN,97,35,S00091927
AB35 5PE,8,3,S00091541
AB35 5PQ,4,3,S00091541
AB39 2PW,18,9,S00091506
AB39 2QF,29,12,S00091506
AB45 1DE,21,7,S00092076
AB45 1DR,6,3,S00092076
AB31 5EN,4,1,S00091391
AB31 5ER,18,7,S00091391
AB31 5ETA,15,5,S00091391
AB31 5EY,10,6,S00091391
AB41 6DT,20,10,S00091758
AB41 6DU,24,10,S00091758
AB41 6DW,33,14,S00091758
AB41 6DX,26,10,S00091758
AB42 1HQ,104,35,S00091936
AB45 1DS,12,7,S00092074
AB21 7AL,28,16,S00091101
AB53 4EX,70,31,S00092016
AB43 8TY,43,15,S00090980
AB32 6LU,18,12,S00092950
AB51 0DS,7,4,S00091766
AB33 8LQ,19,9,S00091146
AB39 2PU,6,4,S00091504
AB42 1HY,6,4,S00091961
AB42 1TD,10,6,S00091961
AB21 0PL,42,20,S00091757
AB21 0NQ,16,8,S00092763
AB31 4AD,1,1,S00091547
AB39 2RG,7,3,S00091515
AB43 8UF,11,4,S00092048
AB51 0GJ,35,10,S00092773
AB30 1YS,78,33,S00091329
AB43 8ZU,18,8,S00092053
AB43 8ZW,17,7,S00092053
AB21 0NW,40,14,S00091755
AB42 1TS,12,5,S00091956
AB39 2PQ,99,31,S00092569
AB21 0SU,0,0,S00091663
AB42 5BF,4,1,S00091034
AB42 5BG,3,1,S00091034
AB42 5BH,2,1,S00091034
AB42 5BL,22,9,S00091034
AB39 2DF,11,6,S00091509
AB42 0HY,8,6,S00092824
AB31 4RN,39,19,S00091115
AB32 6NE,19,10,S00091644
AB31 5HP,3,1,S00091392
AB42 5GE,43,13,S00091995
AB42 5GH,40,16,S00091995
AB30 1YU,0,0,S00091336
AB44 1QN,56,22,S00092091
AB43 8ZX,49,22,S00092051
AB42 1JG,8,5,S00091964
AB51 3XB,45,16,S00091701
AB51 3WD,36,29,S00091710
AB43 8TS,14,6,S00090994
AB43 8TT,21,8,S00090994
AB43 8TX,13,5,S00090994
AB39 2BZ,146,58,S00091493
AB39 2DG,48,17,S00091493
AB42 0LJ,21,11,S00092822
AB42 0LN,8,6,S00092822
AB21 0PP,34,12,S00092764
AB21 0PW,35,12,S00092764
AB32 6LR,12,6,S00092952
AB31 4RQ,1,1,S00091416
AB31 4RR,6,3,S00091416
AB31 4RU,25,10,S00091416
AB31 4RX,7,3,S00091416
AB31 4RY,12,4,S00091416
AB31 4SB,8,3,S00091416
AB31 4SD,33,11,S00091416
AB21 0NS,78,25,S00092512
AB21 0NF,77,24,S00092512
AB42 0NG,61,26,S00092817
AB33 8SJ,9,3,S00091143
AB33 8SL,5,2,S00091143
AB33 8SN,2,1,S00091143
AB33 8SP,1,1,S00091143
AB33 8SQ,3,2,S00091143
AB33 8SR,2,1,S00091143
AB33 8SU,20,9,S00091143
AB53 8BE,4,2,S00091082
AB53 8BG,19,7,S00091082
AB53 8BH,16,4,S00091082
AB45 1DF,40,12,S00090959
AB45 1DP,69,18,S00090959
AB21 7AQA,27,13,S00091102
AB21 7AS,28,13,S00091102
AB21 7AT,28,11,S00091102
AB44 1RR,16,5,S00092096
AB44 1RS,10,4,S00092096
AB44 1RX,13,6,S00092096
AB44 1SA,23,10,S00092096
AB31 4AU,7,3,S00092415
AB31 4AX,5,1,S00092415
AB42 1JL,30,13,S00091968
AB51 5SF,32,17,S00092953
AB39 2BY,0,0,S00091519
AB32 6NP,56,15,S00091128
AB32 6NU,80,26,S00091128
AB42 0NP,132,60,S00092818
AB51 3UX,78,36,S00091702
AB42 5BB,2,1,S00091033
AB42 5BJ,11,3,S00091033
AB39 2PT,94,32,S00092570
AB41 6BT,27,12,S00091759
AB31 4AP,46,21,S00092581
AB31 4AQ,17,6,S00092581
AB31 4AR,2,1,S00092581
AB31 4AS,5,1,S00092581
AB41 8AZ,41,12,S00092554
AB39 2PY,13,4,S00092619
AB41 7EA,7,5,S00091170
AB41 7ED,6,3,S00091170
AB41 7EY,10,3,S00091170
AB31 6DX,14,5,S00092413
AB34 5FZ,10,3,S00091600
AB34 5EZ,92,49,S00091600
AB34 5FA,14,7,S00091600
AB31 6LD,14,7,S00091383
AB31 6LE,8,4,S00091383
AB30 1DF,82,48,S00091459
AB41 6RA,8,2,S00092524
AB41 6RD,13,4,S00092524
AB41 6RE,8,3,S00092524
AB41 6RH,15,4,S00092524
AB42 0PH,12,5,S00091016
AB42 0PS,14,5,S00091016
AB34 5GF,84,32,S00092668
AB42 5DW,0,0,S00091032
AB53 5XR,12,4,S00092973
AB53 5XS,11,4,S00092973
AB53 5XT,2,1,S00092973
DD10 0SS,18,6,S00091434
DD10 0TA,28,8,S00091434
AB42 5DX,16,5,S00091031
AB23 8UN,25,11,S00091285
AB23 8XB,18,7,S00091285
AB30 1SA,9,4,S00092402
AB41 6RJ,16,5,S00092523
AB51 7RS,23,11,S00091135
AB30 1QX,13,6,S00091327
AB31 4DX,5,2,S00092580
AB30 1DR,11,4,S00091334
AB30 1DS,11,4,S00091334
AB30 1DT,8,3,S00091334
AB30 1DU,6,4,S00091334
AB51 8YB,34,12,S00091093
AB30 1BR,41,16,S00092431
AB30 1DL,21,6,S00091338
AB30 1HA,4,3,S00091338
AB30 1HB,35,13,S00091338
AB41 6RF,12,6,S00092522
AB41 6RG,28,12,S00092522
AB41 6PH,12,6,S00092522
AB41 6PJ,30,12,S00092522
AB41 8DQ,7,3,S00092394
AB41 8PU,9,5,S00092394
AB31 4JZ,20,9,S00091615
AB34 5HR,2,1,S00092669
AB42 4UU,26,13,S00090995
AB42 4UZ,9,5,S00090995
AB42 4XA,10,3,S00090995
AB42 3BX,5,2,S00090995
AB42 3BT,15,5,S00091010
AB42 3BU,3,3,S00091010
AB45 3SQ,6,2,S00090962
AB45 3SS,6,2,S00090962
AB42 0PJ,7,3,S00091015
AB41 8DG,1,1,S00091296
AB41 8DH,16,6,S00091296
AB41 8PX,38,13,S00091296
AB41 8QA,9,5,S00091296
AB30 1TD,27,8,S00092564
AB33 8RA,16,7,S00091144
AB33 8RB,3,1,S00091144
AB33 8RE,16,5,S00091144
AB33 8RH,3,2,S00091144
AB33 8RJ,7,3,S00091144
AB33 8RQ,4,2,S00091144
AB33 8RR,5,3,S00091144
AB30 1TH,13,5,S00091335
AB31 4LD,5,2,S00091408
AB31 6LA,19,7,S00091384
AB30 1BU,110,47,S00092451
AB30 1FT,18,16,S00092451
AB30 1AD,18,8,S00092596
AB30 1AE,31,2,S00092596
AB30 1AG,0,0,S00092596
AB30 1AJ,20,7,S00092596
AB30 1EH,4,3,S00092596
AB41 7EX,9,5,S00091169
AB51 7RX,41,18,S00092350
AB51 7SJ,14,5,S00092350
AB31 6DH,6,2,S00092412
AB34 5GG,17,6,S00091419
AB31 6LB,2,1,S00091377
AB31 6LL,14,6,S00091377
AB31 6LP,9,3,S00091377
AB31 6LS,7,3,S00091377
AB31 6LT,17,10,S00091377
AB31 6LU,14,6,S00091377
AB41 6QW,33,16,S00091164
AB34 4UU,56,22,S00092682
AB43 6HH,2,1,S00092391
AB33 8RD,21,10,S00091145
AB23 8UX,14,6,S00092546
AB34 5GE,7,4,S00092670
AB34 5GJ,10,5,S00092670
AB34 5HL,12,4,S00091605
AB30 1TA,12,5,S00091349
AB30 1TB,4,2,S00091349
AB31 4LB,7,3,S00092416
AB34 5ET,19,6,S00092418
AB34 5EY,1,1,S00092418
AB31 6LR,2,1,S00091380
AB34 4UN,20,12,S00092425
AB34 4UW,10,3,S00092425
AB31 4JR,21,11,S00091614
AB34 5HJ,24,7,S00091602
AB41 7EL,5,3,S00091177
AB41 7EP,6,3,S00091177
AB23 8UU,23,9,S00092380
AB23 8UZ,8,3,S00092380
DD10 0SY,20,8,S00091436
AB30 1HP,8,4,S00091351
AB30 1HQ,11,3,S00091351
AB30 1HR,32,13,S00091351
AB23 8XJ,15,6,S00091284
AB41 6QX,22,7,S00091284
AB41 6QY,19,7,S00091284
AB30 1QD,21,9,S00091329
AB34 4UR,25,9,S00091438
AB34 4US,24,7,S00091438
AB34 4UT,1,1,S00091438
AB45 3SR,7,4,S00090961
AB41 8PZ,3,1,S00092396
AB42 3EU,7,3,S00092442
AB42 3EX,4,1,S00092442
AB42 3EY,5,1,S00092442
AB42 3HE,19,6,S00092442
AB42 3HF,4,3,S00092442
AB42 3HG,11,4,S00092442
AB42 3HH,8,2,S00092442
AB42 3HJ,13,3,S00092442
AB31 6LY,84,28,S00092577
AB31 6LZ,11,9,S00092577
AB34 4YP,4,2,S00092426
AB34 4YQ,9,5,S00092426
AB34 4YR,6,1,S00092426
AB34 4YX,6,3,S00092426
AB30 1AB,41,16,S00091461
AB31 4DT,46,14,S00091398
AB31 6JX,2,1,S00091385
AB31 6JY,11,4,S00091385
AB31 6BX,11,5,S00091385
AB31 6BY,4,1,S00091385
AB31 6DA,8,3,S00091385
AB31 6DB,12,4,S00091385
AB31 6DD,6,3,S00091385
AB31 6DE,8,3,S00091385
AB41 7DZ,6,6,S00091171
AB35 5PX,5,2,S00092923
AB41 6RT,21,9,S00092352
AB41 6RU,25,10,S00092352
AB41 6RX,21,7,S00092352
AB34 5GD,31,16,S00091609
AB34 5GP,21,13,S00091609
AB34 5HP,44,19,S00091609
AB42 3ED,16,8,S00091019
AB41 8UD,6,2,S00091045
AB41 8UE,3,1,S00091045
AB41 8TY,13,5,S00091046
AB33 8HB,2,1,S00091151
AB33 8HF,19,6,S00091151
AB33 8JG,4,2,S00091416
AB33 8RL,6,2,S00091143
AB33 8RP,6,2,S00091143
AB34 4UQ,4,2,S00091437
AB34 4UX,13,5,S00091437
AB33 8EL,11,5,S00091117
AB33 8EN,10,5,S00091117
AB41 8NN,12,3,S00092392
AB41 8NQ,5,3,S00092392
AB41 8NR,5,4,S00092392
AB41 8NS,13,5,S00092392
AB42 0PN,17,4,S00091017
AB42 0PP,3,2,S00091017
AB30 1HF,13,4,S00091463
AB30 1DE,4,3,S00091339
AB30 1DN,21,8,S00091339
AB30 1DP,21,8,S00091339
AB30 1DQ,3,2,S00091339
AB31 4DU,16,6,S00092415
AB31 4DY,10,3,S00092415
AB34 5EU,47,25,S00092417
AB41 8TS,7,2,S00091044
AB41 8TT,7,3,S00091044
AB41 8TU,2,1,S00091044
AB41 8TX,4,1,S00091044
AB41 8TZ,12,4,S00091044
AB41 8UA,12,6,S00091044
AB31 6LX,36,15,S00092579
AB35 5PZ,6,5,S00092924
AB45 3ST,6,3,S00090964
AB51 7RN,2,1,S00091134
AB51 7RP,27,11,S00091134
AB33 8HL,42,13,S00091153
AB41 8YN,9,4,S00092395
AB41 8YP,17,6,S00092395
AB41 8YQ,8,3,S00092395
AB34 5GH,52,21,S00092671
AB30 1EE,3,1,S00091340
AB30 1EQ,4,1,S00091340
AB23 8AR,140,50,S00092387
AB34 5HA,135,77,S00092666
AB35 5UP,6,3,S00091442
AB35 5UQ,11,3,S00091442
AB33 8FL,0,0,S00091678
AB41 6DZ,137,46,S00092771
AB42 3DP,16,7,S00091009
AB42 3DH,27,11,S00091000
AB45 1JX,33,11,S00092070
AB45 1JR,73,29,S00092071
AB45 1JH,42,15,S00092069
AB45 1JS,49,32,S00092069
AB45 1JL,6,3,S00092075
AB42 3DQ,11,4,S00090998
AB33 8FW,8,2,S00091677
AB33 8JN,10,4,S00091115
AB33 8JY,2,1,S00091147
AB33 8LA,8,4,S00091147
AB33 8FD,0,0,S00092705
AB35 5UR,2,1,S00091443
AB45 1JT,48,30,S00092068
AB45 1JU,70,31,S00092068
AB33 8JS,12,5,S00091155
AB33 8GA,50,21,S00092708
AB33 8GB,54,24,S00092708
AB51 4LF,30,9,S00092755
AB42 2BR,48,20,S00091903
AB42 2BT,36,22,S00091903
AB51 5RP,10,8,S00092942
AB32 6JA,50,19,S00092685
AB32 6JB,16,6,S00092685
AB32 6JD,21,13,S00092685
AB41 9GQ,15,9,S00091796
AB41 9GR,21,8,S00091796
AB32 6GA,44,15,S00092513
AB33 8GD,25,11,S00092707
AB42 1SQ,10,6,S00091913
AB41 9GT,20,10,S00091800
AB41 9GU,13,7,S00091800
AB41 9GX,35,19,S00091800
AB32 6HF,0,0,S00091657
AB42 2DB,11,4,S00092283
AB43 8RE,12,6,S00092050
AB32 6HA,40,14,S00091619
AB32 6HB,30,12,S00091619
AB42 2BN,39,21,S00091909
AB42 2BP,52,20,S00091909
AB41 9GP,16,8,S00091797
AB42 2BL,35,13,S00092839
AB42 2BQ,83,48,S00091902
AB42 2BS,34,27,S00091902
AB41 9GW,19,9,S00091801
AB41 9GZ,28,14,S00091801
AB41 9GL,48,21,S00091799
AB41 9GN,21,12,S00091799
AB42 1SN,38,17,S00091954
AB21 0UZ,11,8,S00092759
AB42 2DL,15,8,S00091883
AB51 5QE,72,26,S00092955
AB42 2DE,22,10,S00092828
AB42 2DG,35,17,S00092833
AB41 6BG,6,3,S00091760
AB51 4LD,22,7,S00092753
AB51 5PX,21,8,S00092716
AB42 2DH,22,11,S00091880
AB32 6FS,8,4,S00091616
AB21 0WG,93,36,S00091754
AB44 1TJ,20,7,S00092096
AB51 5SE,33,20,S00092953
AB45 1JF,15,6,S00092307
AB51 5PZ,35,30,S00091679
AB32 6HD,84,27,S00092239
AB51 4LJ,26,10,S00091263
AB51 4LN,39,11,S00091263
AB51 4LP,17,5,S00091263
AB32 6HX,53,16,S00092346
AB32 6HY,78,21,S00092346
AB32 6HW,113,37,S00092345
AB41 6BH,82,43,S00091759
AB42 1SP,50,25,S00091914
AB51 4LE,67,27,S00091746
AB51 4LG,36,14,S00091746
AB31 6DT,19,9,S00092413
AB31 6DU,4,1,S00092413
AB41 9AZ,55,24,S00092802
AB41 8DU,15,4,S00091297
AB41 8DW,4,1,S00091297
AB41 8DY,2,1,S00091297
AB30 1TZ,4,2,S00092562
AB31 5RF,21,6,S00091549
AB31 5RG,14,5,S00091549
AB31 5RH,11,4,S00091549
AB31 5RU,12,10,S00091549
AB31 5TB,8,3,S00091549
AB31 5UF,83,38,S00092645
AB33 8NH,16,6,S00091157
AB33 8NJ,14,5,S00091157
DD10 0PZ,18,10,S00091455
AB32 6XN,17,4,S00091118
AB32 6XP,13,6,S00091118
AB30 1LL,29,8,S00091352
AB30 1LP,6,2,S00091352
AB30 1LQ,19,6,S00091352
AB31 5SG,28,14,S00091551
AB31 5SJ,32,15,S00091551
AB31 5SN,5,2,S00091551
AB31 5TL,15,6,S00091551
AB51 0RZ,12,4,S00092698
AB32 6PH,46,15,S00091623
AB32 6PJ,58,16,S00091623
AB32 6PL,116,36,S00091623
AB30 1JX,9,4,S00092402
AB33 8BJ,10,3,S00092520
AB30 1UL,61,27,S00091458
AB31 5ST,11,7,S00091545
AB31 5SU,0,0,S00091545
AB31 5SW,26,16,S00091545
AB31 5SZ,5,5,S00091546
AB42 5BZ,29,14,S00092857
AB42 4LW,21,10,S00091037
AB42 2XJ,32,18,S00091901
AB30 1UQ,6,2,S00091327
AB31 6PH,23,7,S00091378
AB31 6PJ,1,1,S00091378
AB31 5EB,64,20,S00092673
AB31 4DH,7,2,S00092580
AB51 4GN,35,20,S00091751
AB31 5AX,2,2,S00091393
AB31 5EH,7,2,S00091393
AB42 4UH,14,7,S00092494
AB31 4QN,5,3,S00091415
AB30 1WP,20,8,S00091348
AB42 0TN,7,3,S00091047
AB42 0TP,1,1,S00091047
AB42 0TQ,31,10,S00091047
AB42 0TR,3,1,S00091047
AB42 0TS,16,5,S00091047
AB42 0TT,10,5,S00091047
AB32 6FR,10,4,S00092513
AB30 1JB,13,5,S00091350
AB30 1JJ,7,3,S00091350
AB30 1JL,19,5,S00091350
AB23 8ZU,29,11,S00091692
AB23 8ZW,35,14,S00091692
AB42 0HP,34,2,S00091824
AB33 8QZ,14,12,S00092919
AB42 3GX,0,0,S00092965
AB42 2XG,11,7,S00091895
AB41 9BF,72,28,S00092797
AB31 5YW,58,29,S00091570
AB31 5YX,74,29,S00091570
AB33 8GE,26,19,S00092707
AB33 8GF,12,11,S00092707
AB41 6PS,33,12,S00092360
AB41 6PT,21,9,S00092360
AB41 6PU,8,3,S00092360
AB41 6PX,19,6,S00092360
AB31 4FD,8,3,S00092221
AB31 4FE,35,13,S00092221
AB32 6PF,37,14,S00091624
AB41 9BJ,22,12,S00092271
AB42 0HT,24,11,S00092825
AB32 6SB,7,3,S00091119
AB33 8NQ,10,4,S00091149
AB33 8NT,3,2,S00091149
AB42 0HS,28,10,S00092821
AB42 2XF,15,8,S00092285
AB31 4EB,23,9,S00091399
AB31 4ED,13,4,S00091399
AB31 4DP,10,3,S00091399
AB31 4DQ,6,2,S00091399
AB31 5AN,28,10,S00091390
AB42 1QA,0,0,S00091958
AB42 1QB,32,15,S00091958
AB31 4GR,9,3,S00092235
AB31 4JQ,48,18,S00092235
AB51 0PD,33,14,S00091770
AB32 6QF,35,14,S00091658
AB32 6PQ,11,6,S00091645
AB32 6PS,14,6,S00091645
AB32 6PT,59,18,S00091645
AB41 8EA,1,1,S00092394
AB41 8EB,13,4,S00092394
AB41 9BG,65,24,S00091805
AB42 3BW,58,24,S00092851
AB31 4FQ,10,5,S00091615
AB31 4GG,3,1,S00091615
AB31 4GP,25,8,S00091615
AB31 4GZ,7,4,S00091615
AB31 4JF,60,28,S00091615
AB31 5LN,2,1,S00091553
AB31 5XT,8,3,S00091553
DD10 0PR,14,9,S00091470
DD10 0RB,64,30,S00091470
AB31 5XU,151,48,S00092450
AB31 5XY,41,11,S00092450
AB42 3DE,24,9,S00091000
AB42 3DF,24,9,S00091000
AB42 0TL,3,2,S00091293
AB41 8DS,3,1,S00091296
AB41 8DT,10,4,S00091296
AB41 8DX,4,2,S00091296
AB23 8TP,22,7,S00091699
AB23 8WJ,50,14,S00091699
AB43 7LJ,17,7,S00092384
AB42 4LT,9,3,S00092496
AB41 9JF,56,33,S00091797
AB30 1TL,19,6,S00092564
AB30 1TN,5,3,S00092564
AB30 1TP,10,5,S00092564
AB30 1TQ,0,0,S00092564
AB30 1TR,13,6,S00092564
AB30 1TT,17,5,S00092564
AB32 6RS,7,2,S00091125
AB32 6SQA,28,10,S00091125
AB36 8TH,7,2,S00091291
AB36 8TJ,2,2,S00091291
AB36 8TL,4,1,S00091291
AB33 8BE,16,3,S00092521
AB31 5UZ,38,14,S00091559
AB31 5UA,28,16,S00091554
DD10 0QZ,14,5,S00091471
AB23 8SR,44,12,S00092389
AB31 4GT,29,12,S00092236
AB33 8NR,13,7,S00091148
AB33 8NX,9,3,S00091148
AB31 4LP,9,3,S00091408
AB31 4PD,13,5,S00091408
AB31 4PE,18,6,S00091408
AB31 6BB,6,3,S00091388
AB23 8WG,82,33,S00092722
AB30 1HW,64,2,S00092596
AB31 4HJ,24,8,S00092676
AB31 4HZ,65,27,S00092676
AB45 2AQ,4,2,S00090951
AB42 2YS,34,14,S00091872
AB42 2YU,41,18,S00091872
AB42 2YX,20,8,S00091872
AB45 2AJ,3,1,S00092479
AB45 2AL,11,3,S00092479
AB45 2AN,11,5,S00092479
AB31 6BR,3,1,S00092412
AB31 6BS,2,1,S00092412
AB31 6BT,9,2,S00092412
AB31 6DJ,13,3,S00092412
AB31 6DL,13,4,S00092412
AB31 6DN,10,4,S00092412
AB31 6DP,7,3,S00092412
AB42 4NY,25,8,S00091029
AB42 4PL,8,3,S00091029
AB31 5UH,42,19,S00092644
AB31 4DZ,74,22,S00092237
AB31 4HL,54,6,S00092237
AB42 0WX,6,2,S00091049
AB31 5AP,30,11,S00091391
AB31 5AQ,6,2,S00091391
AB31 5AR,19,8,S00091391
AB31 4HA,6,2,S00091406
AB31 4HB,3,1,S00091406
AB31 4HD,20,8,S00091406
AB51 4TJ,89,37,S00092744
AB42 2XL,59,30,S00091896
AB31 4BE,5,3,S00091396
AB51 4PF,18,12,S00092738
AB51 4PS,4,3,S00092738
AB45 3XR,7,4,S00091059
AB41 9BB,127,54,S00091804
AB23 8WY,86,34,S00092721
AB42 4US,16,6,S00090996
AB42 4NT,14,6,S00090996
AB42 4UJ,16,6,S00090996
AB42 4UP,16,6,S00090996
AB42 4UQ,9,4,S00090996
AB42 4UR,8,4,S00090996
AB30 1JP,1,1,S00091353
AB51 0EU,29,11,S00092375
AB30 1JR,17,8,S00091349
AB30 1JS,6,2,S00091349
AB30 1JT,31,13,S00091349
DD10 0RA,20,8,S00092605
AB42 2YW,38,12,S00092833
AB31 4LY,8,3,S00092416
AB31 4NA,3,1,S00092416
AB31 4NB,14,8,S00092416
AB31 4ND,2,1,S00092416
AB31 4NY,18,6,S00092416
AB23 8WD,6,3,S00092723
AB23 8WE,9,5,S00092723
AB23 8WF,46,20,S00092723
AB23 8WH,106,39,S00092723
AB32 6SH,11,3,S00091121
AB32 6SJ,3,1,S00091121
AB32 6STB,4,1,S00091121
AB32 6EG,41,13,S00092948
AB32 6EH,41,10,S00092948
AB32 6EJ,87,25,S00092948
AB32 6EL,33,9,S00092948
AB42 4LS,8,2,S00091038
AB42 4NR,4,2,S00091038
AB33 8LD,40,17,S00091146
AB23 8SX,26,10,S00092720
AB23 8WL,54,26,S00092720
AB42 2YQ,15,6,S00091978
AB35 5ZB,49,27,S00091543
AB42 1TN,9,4,S00091961
AB42 1TP,0,0,S00091961
AB31 4FS,16,12,S00091614
AB31 4FT,3,2,S00091614
AB32 6PB,26,10,S00091631
AB42 2XN,20,12,S00091893
AB42 2XP,65,36,S00091893
AB30 1YR,107,44,S00091328
AB42 2XH,63,28,S00091889
AB31 5UG,6,2,S00091556
AB43 8QN,14,7,S00090979
AB43 7LU,20,7,S00092369
AB43 7LX,5,2,S00092369
AB30 1JN,5,2,S00091351
AB30 1HS,43,10,S00091351
AB30 1HT,10,4,S00091351
AB30 1HX,3,2,S00091351
AB30 1JA,5,3,S00091351
AB32 6PE,60,28,S00091627
AB32 6PG,15,8,S00091627
AB32 6PN,83,31,S00091627
AB31 5RB,21,7,S00091394
AB31 5RD,23,13,S00091394
AB31 5RJ,13,7,S00091394
AB31 5RL,7,3,S00091394
AB31 5RN,6,3,S00091394
AB31 4HQ,9,3,S00091397
AB31 4HS,10,5,S00091397
AB41 8UU,25,10,S00092396
AB41 8UW,8,3,S00092396
AB31 5TZ,93,31,S00092649
AB31 6PD,6,2,S00092577
AB51 4JG,28,11,S00092757
AB31 4DE,20,7,S00091398
AB31 4DL,13,5,S00091398
AB41 9BA,24,10,S00092801
AB42 1PZ,79,31,S00091923
AB31 6BU,11,4,S00091385
AB42 0HR,18,8,S00091827
AB42 0HW,26,12,S00091827
AB42 2YP,13,7,S00091980
AB42 2XQ,32,20,S00091894
AB31 5UN,26,9,S00092651
AB33 8LB,24,10,S00091147
AB33 8LE,3,1,S00091147
AB31 4GF,2,1,S00092678
AB31 4HW,32,14,S00092678
AB41 8UN,13,5,S00091045
AB41 8UP,0,0,S00091045
AB41 8UQ,7,2,S00091045
AB23 8ZQ,40,34,S00091694
AB31 4RD,2,2,S00091414
AB31 5YY,27,11,S00092642
AB31 5YS,19,10,S00091569
AB36 8TN,6,5,S00091292
AB36 8TP,2,1,S00091292
AB41 8US,15,6,S00091046
AB31 4HG,43,20,S00092677
AB41 9BE,26,11,S00091811
AB32 6XX,68,39,S00092514
AB42 0HX,8,4,S00091830
AB31 4RH,20,7,S00091416
AB42 0HQ,23,9,S00092817
AB31 5XW,13,6,S00092449
AB42 5WB,44,19,S00091986
AB31 5US,4,3,S00091561
AB31 5UT,88,36,S00091561
AB31 5YL,7,4,S00092219
AB41 8ND,5,1,S00092392
AB41 8NG,7,2,S00092392
AB30 1UH,9,6,S00092561
AB30 1UZ,84,31,S00092561
AB42 0RL,11,4,S00091017
AB31 4EA,7,3,S00092415
AB31 4DB,29,10,S00092415
AB31 4DD,10,5,S00092415
AB31 4DG,2,1,S00092415
AB31 4AY,14,4,S00092415
AB31 4BA,9,4,S00092415
AB31 4HT,11,4,S00092415
AB31 4HU,5,1,S00092415
AB23 8WA,88,33,S00091696
AB35 5US,2,1,S00091443
AB32 6QE,57,24,S00091653
AB31 6BJ,8,3,S00091387
AB31 6BE,15,3,S00091387
AB32 6NX,22,6,S00092239
AB32 6NZ,42,13,S00092239
AB41 8UR,44,21,S00091044
AB35 5ZP,7,2,S00092428
AB51 4TE,0,0,S00092740
AB51 4TH,3,1,S00092740
AB42 0RG,2,1,S00091018
AB42 0RH,8,3,S00091018
AB42 0RJ,14,6,S00091018
AB23 8UE,47,21,S00092703
AB45 2AR,8,3,S00090949
AB31 4QG,12,5,S00091413
AB31 5NT,29,7,S00091405
AB23 8SY,141,46,S00091695
AB45 3XP,2,2,S00090956
AB45 3XQ,11,3,S00090956
AB41 9AX,7,2,S00092270
AB43 6FA,18,9,S00092881
AB41 9AP,42,24,S00092800
AB41 9AS,17,4,S00092800
AB41 8XB,12,3,S00092395
AB31 4BB,56,31,S00092581
AB31 4QF,12,10,S00091411
AB51 0SH,23,9,S00091246
AB41 6BB,9,5,S00091283
AB33 8QE,15,6,S00091157
AB32 6US,20,7,S00091118
AB32 6UT,14,8,S00091118
AB32 6UX,10,6,S00091118
AB32 6XAA,19,7,S00091118
AB32 6XB,20,6,S00091118
AB32 6XD,23,9,S00091118
AB32 6XJ,14,6,S00091118
AB32 6XL,17,6,S00091118
AB32 7AB,21,10,S00092547
AB32 7AD,13,5,S00092547
AB32 7AJ,11,7,S00092547
AB32 7AL,23,7,S00092547
AB32 7AN,6,2,S00092547
AB32 7AP,7,3,S00092547
AB32 7AQ,0,0,S00092547
AB32 7AR,3,2,S00092547
AB33 8BL,9,4,S00092520
AB33 8BN,5,3,S00092520
AB33 8BP,9,4,S00092520
AB33 8BQ,3,1,S00092520
AB33 8BS,9,3,S00092520
AB33 8BT,27,11,S00092520
AB33 8BX,6,2,S00092520
AB33 8BY,16,5,S00092520
AB33 8DA,6,2,S00092520
AB33 8DT,3,1,S00092520
AB32 7EN,25,11,S00091287
AB32 7ER,4,2,S00091287
AB32 7ES,2,1,S00091287
AB32 7ET,13,5,S00091287
AB33 8PE,8,2,S00091158
AB33 8PG,11,6,S00091158
AB33 8AY,6,3,S00091161
AB33 8BA,7,2,S00091161
AB33 8QF,2,1,S00091161
AB33 8QN,19,9,S00091161
AB33 8QQ,25,10,S00091161
AB33 8DB,33,10,S00091161
AB33 8DE,40,15,S00091161
AB33 8QP,17,7,S00091160
AB33 8QR,69,27,S00091160
AB33 8DD,64,22,S00091160
AB32 6UQ,10,3,S00091119
AB32 6UR,7,3,S00091119
AB32 6UL,83,37,S00091120
AB32 6UP,9,4,S00091120
AB33 8RZ,2,1,S00091144
AB33 8TB,2,1,S00091144
AB33 8TD,12,4,S00091144
AB33 8TE,0,0,S00091144
AB33 8TR,2,2,S00091144
AB32 7ED,17,6,S00091141
AB32 7EJ,17,8,S00091288
AB32 7EL,24,8,S00091288
AB32 7AW,8,5,S00091288
AB32 7AX,43,18,S00091288
AB33 8PA,5,3,S00091148
AB32 7AA,12,6,S00092548
AB32 7AG,53,28,S00092548
AB45 2AE,20,6,S00092479
AB41 6HG,27,10,S00092975
AB32 6YQ,25,11,S00091130
AB32 6YR,28,10,S00091130
AB33 8QS,6,3,S00091145
AB33 8QT,0,0,S00091145
AB33 8QU,5,1,S00091145
AB33 8SB,22,8,S00091145
AB32 6UJ,4,1,S00091121
